序号,题目,选项1,选项2,选项3,选项4,正确答案,正确奖励id,错误奖励id,精灵id
1915,乳牛_______可以提供更多牛奶？,听音乐,看到彩色的东西,失眠,多喝水,1,5900,5910,
1916,1+2+…+100=？,5050,10100,2486,3050,1,5900,5910,
1917,人体最先老化的是哪个部位？,眼睛,牙齿,心脏,大脑,1,5900,5910,
1918,登革热是那种动物引起的疾病？,蚊子,苍蝇,蟑螂,老鼠,1,5900,5910,
1919,鬼火实际上是一种什么现象？,磷火,光的散射,尸气蒸发,视觉错误,1,5900,5910,
1920,蝴蝶翅膀上的粉末有什么作用？,防水,美观,伪装,保护,1,5900,5910,
1921,恐龙灭绝是在什么时候？,6500万年前,55万年前,10亿年前,5亿年前,1,5900,5910,
1922,供给人机体热能的最主要能源物质为？,糖,蛋白质,脂肪,维生素,1,5900,5910,
1923,哪种鸟只会生蛋不会孵蛋？,杜鹃,喜鹊,燕子,天鹅,1,5900,5910,
1924,世界最长的城墙？,中国万里长城,故宫,圆明园,城墙,1,5900,5910,
1925,科学型计算器又称（）？,函数计算器,算盘,电子称,秤砣,1,5900,5910,
1926,悍马是哪个国家生产的车？,美国,中国,越南,巴西,1,5900,5910,
1927,杨利伟的职业是什么？,科学家,军人,工人,医生,1,5900,5910,
1928,最早创造数字的是？,印度人,罗马人,希腊人,阿拉伯人,1,5900,5910,
1929,发现行星运动定律的天文学家是？,伽利略,开普勒,张衡,哥白尼,1,5900,5910,
1930,1903年，美国人(  )制造出了飞机？,莱特兄弟,富尔顿,福特,瓦特,1,5900,5910,
1931,第一个研制成功原子弹的国家是？,美国,苏联,英国,中国,1,5900,5910,
1932,目前世界上拥有核武器的国家不包括？,德国和日本,印度和巴基斯坦,美国、英国、法国,中国和俄国,1,5900,5910,
1933,目前世界软件出口最大的发展中国家是？,印度,巴西,埃及,中国,1,5900,5910,
1934,谁发明的火车？,斯蒂芬森,霍金森,潘森,达尔金森,1,5900,5910,
1935,谁发明了电话？,贝尔,贝塔,舒克,贝克汉姆,1,5900,5910,
1936,电灯的发明专利是谁的？,爱迪生,爱德华,斯蒂芬森,霍金森,1,5900,5910,
1937,谁发明了电视？,贝尔德,贝尔,贝塔,贝克汉姆,1,5900,5910,
1938,翻译“I’m all yours！”,我全听你的,我是你的人了,我的都给你,今晚我是你的了,1,5900,5910,
1939,谚语“A bad workman quarrels with his tools。”什么意思？,人笨嫌刀钝,坏工人和工具吵架,人丑赖政府,人丑赖社会,1,5900,5910,
1940,“苹果”的英语是？,apple,app,iphone,aple,1,5900,5910,
1941,“catch one’s eye”是什么意思？,引人注目,抓住某人的眼睛,戳眼,打爆你的眼睛,1,5900,5910,
1942,“fall in love with”是什么意思？,爱上,沉迷,溺爱,掉河,1,5900,5910,
1943,谚语“A bad thing never dies。”是什么意思？,坏事传千年,坏东西永不死,坏人永远不死,坏东西死不绝,1,5900,5910,
1944,谚语“A bad padlock invites a picklock。” ？,开门揖盗,坏锁换好锁,瓮中抓鳖,探囊取物,1,5900,5910,
1945,“色彩，染发剂，染色”的英文是？,tint,tit,tine,ranse,1,5900,5910,
1946,“淡淡的（颜色、神色），轻微，少量的”英文是？,tinge,tinde,tin,qingwei,1,5900,5910,
1947,“can not help”是什么意思？,禁不住，忍不住,不能救,不能帮,不想救,1,5900,5910,
1948,“bear in mind”是什么意思？,记住,忘记,忍受,心苦,1,5900,5910,
1949,“catch fire”是什么意思？,着火，烧着,抓火,控火,玩火,1,5900,5910,
1950,“make the best of”是什么意思？,充分利用,最好,的第一,进步,1,5900,5910,
1951,“尽力，努力”的英文？,try one's best,try one's better,do one's best,did one's best,1,5900,5910,
1952,“代替，取代”的英文？,take the place of,take the play of,make the place of,do the place of,1,5900,5910,
1953,“never mind”是什么意思？,不用担心,永不瞑目,粗心大意,永不留心,1,5900,5910,
1954,“take a chance”是什么意思？,冒险，投机,把我机会,创造机会,跨越海峡,1,5900,5910,
1955,“make way”是什么意思？,让路,修路,铺路,许愿,1,5900,5910,
1956,“lose one's temper”是什么意思？,发脾气,丢失个性,没脾气,神庙迷失,1,5900,5910,
1957,“keep one's word”是什么意思？,守信用,一直说话,背单词,记歌词,1,5900,5910,
1958,“let go”是什么意思？,放手,放走,出发,行动,1,5900,5910,
1959,“make fun of”是什么意思？,取笑,有趣,制造乐趣,找乐子,1,5900,5910,
1960,“出错”的英文是？,go wrong,do wrong,make wrong,chucuo,1,5900,5910,
1961,“让路，让步”的英文？,give way,give away,make away,make way,1,5900,5910,
1962,“不给力”的英文怎么表达？,ungelivable,bugeili,ungeili,nogeili,1,5900,5910,
1963,“Atlantic ocean”是什么意思？,大西洋,太平洋,北冰洋,印度洋,1,5900,5910,
1964,“diamond”是什么意思？,钻石,黄金,白银,玛瑙,1,5900,5910,
1965,“eagle”是什么意思？,鹰,秃鹫,燕子,大鹏,1,5900,5910,
1966,“fork”是什么意思？,叉子,狐狸,雾,四,1,5900,5910,
1967,“funeral”是什么意思？,葬礼,婚礼,节日,生日,1,5900,5910,
1968,“geometry”是什么意思？,几何,数学,地理,历史,1,5900,5910,
1969,“giant”是什么意思？,巨人,石头,天才,捷安特,1,5900,5910,
1970,“高尔夫球”的英文是？,golf,gost,goss,guss,1,5900,5910,
1971,“葡萄”的英文是？,grape,grap,grass,gress,1,5900,5910,
1972,“hamburger”是什么意思？,汉堡包,锤子,斧子,热狗,1,5900,5910,
1973,“intellectual”是什么意思？,知识分子,先进的,天才,智商,1,5900,5910,
1974,“lucky”是什么意思？,幸运,幸福,性别,机遇,1,5900,5910,
1975,“complain of”是什么意思？,抱怨,抱住,告诉,通知,1,5900,5910,
1976,“drive up”是什么意思？,抬高,开飞,驱赶,开黑,1,5900,5910,
1977,“equip with”是什么意思？,装备,平等,组装,等于,1,5900,5910,
1978,“北”的英文是？,north,south,east,west,1,5900,5910,
1979,“牙疼”翻译成英文是？,have a toothache,tootache,tootsache,yateng,1,5900,5910,
1980,“collect leaves”是什么意思？,收集树叶,收集邮票,收集纸片,收集卡片,1,5900,5910,
1981,“蜡笔”的英文是？,crayon,pen,creyon,lapen,1,5900,5910,
1982,“squirrel”是什么意思？,松鼠,平方,广场,松子,1,5900,5910,
1983,“气球”的英文是？,balloon,bolloon,belloon,boolen,1,5900,5910,
1984,“曲奇”的英文是？,cookie,cuukie,cooky,cookee,1,5900,5910,
1985,“banana”是什么意思？,香蕉,苹果,菠萝,石榴,1,5900,5910,
1986,“tomato”是什么意思？ ,番茄,马铃薯,红薯,茄子,1,5900,5910,
1987,“onion”是什么意思？,洋葱,蒜苔,姜,花椒,1,5900,5910,
1988,翻译“Nothing to see here！”,没什么好看的！,快来看看！,去那看看！,纳星来这看看！,1,5900,5910,
1989,翻译“You are so sweet”,你真好,你真甜,你是糖,你是小甜心,1,5900,5910,
1990,翻译“Let’s get the exam rolling。”,现在开始考试,现在开始考翻滚,我们比赛翻滚,从考场滚出去,1,5900,5910,
1991,翻译“My way or the highway。”,不听我的就滚蛋,走高速吗,走我这条路吧,跟我走,1,5900,5910,
1992,翻译“That’s not the point。”,这不是重点,这不应有标点,把这点去掉,这不是针尖,1,5900,5910,
1993,翻译“My life flashes before my eyes”,过往浮现在眼前,穿越到过去,眼睛带闪电,眼前划过闪电,1,5900,5910,
1994,翻译“You do the math。”,你自己算,快做数学题,快学数学,当数学老师吧,1,5900,5910,
1995,翻译“I’m with you”,我同意你的观点,我和你在一起,我喜欢你,我想你,1,5900,5910,
1996,《三国演义》中是谁与刘备煮酒论英雄？,曹操,关羽,诸葛亮,店小二,1,5870,5880,
1997,《三国演义》为武圣关羽刮骨疗毒的神医华佗，他的字号是什么？,元化,元让,元举,元明,1,5870,5880,
1998,《三国演义》中，哪一位武将被世人赞誉为“小霸王”？,孙策,孙坚,孙权,孙尚香,1,5870,5880,
1999,《三国演义》官渡之战中曹操大胜袁绍，受了哪一位谋士指点？,许攸,荀彧,荀攸,程昱,1,5870,5880,
2000,《三国演义》逍遥津之战中，谁率领七千甲士大破孙权十万大军？,张辽,张郃,徐晃,许褚,1,5870,5880,
2001,《三国演义》吕布有个外号叫“三姓家奴”，谁给起的？,张飞,关羽,刘备,貂蝉,1,5870,5880,
2002,《三国演义》曹操有几个孩子？,25个,4个,3个,7个,1,5870,5880,
2003,《三国演义》关羽的青龙偃月刀有个别称，叫什么？,冷艳锯,班门扇,春秋刀,劈山刃,1,5870,5880,
2004,《三国演义》诸葛亮的老丈人是谁？,黄承彦,黄俊礼,黄卯祖,黄秋生,1,5870,5880,
2005,《三国演义》诸葛亮曾借过什么风？,东风,西风,南风,抽风,1,5870,5880,
2006,《三国演义》“既生瑜何生亮”是哪位高士的之言？,周公瑾,鲁子敬,赵子龙,章子怡,1,5870,5880,
2007,《三国演义》“连二桥于东西兮，若长空之虾蝾”出自那篇诗赋？,铜雀台赋,桃花庵歌,西门行,洛神赋,1,5870,5880,
2008,《三国演义》东临碣石，下一句是什么？,以观沧海,西临大海,人生苦短,烧火取暖,1,5870,5880,
2009,《三国演义》曹操的小字是？,阿瞒,阿斗,阿长,阿完,1,5870,5880,
2010,《三国演义》曹操刺杀董卓，是向谁借的七星宝刀？,司徒王允,汉献帝刘协,司空王朗,大将军吕布,1,5870,5880,
2011,《三国演义》赵子龙是哪里人士？,常山真定,幽州涿郡,河东解良,扶风茂陵,1,5870,5880,
2012,《三国演义》张角自封为？,天公将军,地公将军,人公将军,济公将军,1,5870,5880,
2013,《三国演义》魏文帝曹丕在位几年即驾崩？,6年,15年,12年,2年,1,5870,5880,
2014,《三国演义》“水淹七军”是关羽淹了谁的七路大军？,于禁,黄盖,甘宁,曹仁,1,5870,5880,
2015,《三国演义》中的“凤雏”是谁？,庞统,马超,周瑜,刘备,1,5870,5880,
2016,《三国演义》单刀赴会所指的是哪位三国人物？,关羽,张飞,赵云,黄忠,1,5870,5880,
2017,《三国演义》“身在曹营，心在汉”说的是哪一位著名武将？,关羽,赵云,张飞,马超,1,5870,5880,
2018,三国时期字子龙的蜀汉名将又叫什么名字？,赵云,关羽,张飞,马超,1,5870,5880,
2019,历史上的三国指的是魏国、蜀国和哪个国家？,吴国,秦国,赵国,燕国,1,5870,5880,
2020,“无颜见江东父老”说的是楚汉之争当中的哪位名将？,项羽,刘邦,萧何,吕布,1,5870,5880,
2021,《三国演义》历史上的汉高祖叫什么名字？,刘邦,刘表,曹操,项羽,1,5870,5880,
2022,《三国演义》中，司徒王允使用连环计，将貂蝉献给了谁？,董卓,吕布,刘表,曹操,1,5870,5880,
2023,三国时期曹操字什么？,孟德,子龙,云长,玄德,1,5870,5880,
2024,《三国演义》三十六计中的空城计是谁摆的？,诸葛亮,周瑜,司马懿,关羽,1,5870,5880,
2025,《三国志》中的名句“国以民为本”的下一句是什么？,民以食为天,食以安为先,国以安为先,民喜,1,5870,5880,
2026,《三国演义》的作者是？,罗贯中,吴承恩,曹雪芹,兰陵笑笑生,1,5870,5880,
2027,《三国演义》中千里走单骑的是？,关羽,诸葛亮,张飞,扈二娘,1,5870,5880,
2028,三国中温酒斩颜良的是？,关羽,张飞,许褚,张辽,1,5870,5880,
2029,三国中三姓家奴是谁？,吕布,夏侯渊,曹丕,司马懿,1,5870,5880,
2030,三国是哪个朝代之后的一段历史？,东汉,北宋,春秋,五代十国,1,5870,5880,
2031,三国中草船借箭的是？,诸葛亮,周瑜,鲁肃,曹操,1,5870,5880,
2032,《三国演义》萧何是谁的谋士？,刘邦,项羽,刘彻,刘备,1,5870,5880,
2033,三国中的锦帆贼说的是？,甘宁,周瑜,太史慈,吕蒙,1,5870,5880,
2034,三国中水淹七军是谁的故事？,关羽,赵云,诸葛亮,曹操,1,5870,5880,
2035,《三国演义》大乔是谁的老婆？,孙策,周瑜,孙权,曹操,1,5870,5880,
2036,《三国演义》孙尚香有几位兄长？,5位,2位,3位,1位,1,5870,5880,
2037,《三国演义》世之奸雄是谁？,曹操,董卓,袁绍,司马懿,1,5870,5880,
2038,《三国演义》世之枭雄是谁？,刘备,孙权,曹丕,孔融,1,5870,5880,
2039,三国时期，最喜欢“借”东西的是谁？,诸葛亮,陆逊,关羽,魏延,1,5870,5880,
2040,《三国演义》刘备少年时与公孙瓒拜谁为师学艺？,卢植,陶谦,曲悠,司马师,1,5870,5880,
2041,《三国演义》“每与操反，事乃成尔”是谁的做事方法？,刘备,张飞,刘表,刘璋,1,5870,5880,
2042,《三国演义》刘备病逝白帝城，享年……？,63岁,61岁,66岁,84岁,1,5870,5880,
2043,《三国演义》刘备23岁时，曾被朝廷封为什么官职？,安喜县尉,车骑校尉,左将军,五都巡抚,1,5870,5880,
2044,《三国演义》“火烧连营”是在哪场战斗中发生的？,夷陵之战,官渡之战,虎牢关之战,荆州之战,1,5870,5880,
2045,《三国演义》陆逊是东吴的第几任水军大都督？,第四任,第三任,第二任,第八任,1,5870,5880,
2046,《三国演义》甘宁的外号叫啥？,锦帆贼,赤沙虎,水神将,文艺青年,1,5870,5880,
2047,《三国演义》“鸡蛋”比作三国中的一员大将，是谁？,黄忠,孙坚,太史慈,典韦,1,5870,5880,
2048,《三国演义》周瑜去世时年仅……？,36岁,40岁,33岁,76岁,1,5870,5880,
2049,《三国演义》著名的“十胜十败”是哪位大谋士的观点？,郭嘉,荀彧,司马懿,孔融,1,5870,5880,
2050,《三国演义》“蒋干盗书”引发的后果是……？,蔡瑁张允被错杀,好基友反目成仇,蒋干得到曹操重用,蒋干习得了神功,1,5870,5880,
2051,《三国演义》马超的绰号是……？,神威天将军,龙威将军,玉立神将军,百战常胜将军,1,5870,5880,
2052,《三国演义》“马儿不死，吾无葬地也。”是谁的感言？,曹操,韩遂,孙权,刘备,1,5870,5880,
2053,《三国演义》曹操在哪场战役之中大败袁绍？,官渡之战,垓下之战,赤壁之战,淝水之战,1,5870,5880,
2054,《三国演义》中十八路诸侯讨董卓的总盟主是谁？,袁绍,袁术,孙坚,吕布,1,5870,5880,
2055,《三国演义》中曹洪与曹操的关系是？,堂兄弟,亲兄弟,父子,叔侄,1,5870,5880,
2056,《三国演义》中猛将典韦死于哪一场战役？,宛城之战,幽州之战,荆州之战,下邳之战,1,5870,5880,
2057,《三国演义》中典韦被曹操称之为……？,古之恶来,虎尊将军,龙腾太尉,老夫子,1,5870,5880,
2058,《三国演义》中典韦有一子，名为？,典满,典武,典薛,典仁,1,5870,5880,
2059,《三国演义》中曹操远征乌桓最核心的目的是什么？,彻底剿灭袁氏势力,杀鸡儆猴给别人看,炫耀自己的实力,去看漂亮姑娘,1,5870,5880,
2060,《三国演义》中周瑜为什么要打黄盖？,为诈降计做铺垫,黄盖违背了命令,黄盖不尊重周瑜,周瑜喝多了,1,5870,5880,
2061,《三国演义》中孙刘联合抗曹的经典战役是？,赤壁之战,樊城之战,汉中之战,夷陵之战,1,5870,5880,
2062,《三国演义》中千里走单骑乃谁之所为？,关羽,刘备,马超,张艺谋,1,5870,5880,
2063,《西游记》中猪八戒是在哪里被唐僧收为徒弟的？,云栈洞,五行山,流沙河,高老庄,1,5870,5880,
2064,《西游记》中金角大王和银角大王的老巢在哪里？,平顶山莲花洞,万寿山五庄观,黄风岭,火云洞,1,5870,5880,
2065,"《西游记》中乌鸡国国王被谁推入井里淹死,后自己变为国王？",狮精,玉兔精,黄袍怪,黑风怪,1,5870,5880,
2066,"《西游记》中唐僧和谁在女儿国误饮子母河水,腹中有了胎气？",猪八戒,沙僧,孙悟空,女儿国王,1,5870,5880,
2067,《西游记》中的琵琶妖女是哪个妖怪幻化的？,蝎子精,蜘蛛精,狐狸精,玉兔精,1,5870,5880,
2068,《西游记》中牛魔王的小蜜是谁？,玉面狐狸,蜘蛛精,铁扇公主,玉兔精,1,5870,5880,
2069,《西游记》中蜘蛛精有几个？,7个,8个,6个,5个,1,5870,5880,
2070,《西游记》中的玉兔精是谁扮演的？,李玲玉,邱佩宁,杨春霞,王凤霞,1,5870,5880,
2071,下列哪个演员在《西游记》中没扮演过唐僧？,闫怀礼,汪粤,徐少华,迟重瑞,1,5870,5880,
2072,《西游记》中黄花观的观主是谁？,蜈蚣精,蜘蛛精,蝎子精,杏仙,1,5870,5880,
2073,《西游记》中唐僧西去取经途径多少国？,135,119,100,99,1,5870,5880,
2074,《西游记》中孙悟空变成了谁借到了芭蕉扇？,牛魔王,红孩儿,观音菩萨,狐狸精,1,5870,5880,
2075,《西游记》中真假美猴王中的假美猴王叫什么？,六耳猕猴,通臂猿猴,灵明石猴,迷你萌猴,1,5870,5880,
2076,《西游记》中镇元大仙属于哪种神仙？,地仙,鬼仙,树仙,天仙,1,5870,5880,
2077,"《西游记》天竺国招亲降玉兔故事中,谁收服了玉兔？",嫦娥,观音菩萨,如来佛祖,哪吒三太子,1,5870,5880,
2078,《西游记》中青毛狮子是谁的坐骑？,文殊菩萨,太白金星,普贤菩萨,毗蓝婆菩萨,1,5870,5880,
2079,《西游记》中被猪八戒强占的高老庄三小姐叫什么名字？,高翠兰,高翠华,高明媚,高翠花,1,5870,5880,
2080,《西游记》前7回写的故事是什么？,大闹天宫,智斗妖怪,西天取经,唐僧的来历,1,5870,5880,
2081,《西游记》中金角大王和银角大王原是谁的弟子？,太上老君,观音菩萨,如来佛祖,文殊菩萨,1,5870,5880,
2082,《西游记》中白骨精骗唐僧时三次变化的顺序是？,少女、老妇、老翁,老妇、老翁、少女,老翁、老妇、少女,老妇、少女、老翁,1,5870,5880,
